item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
25_1964_35_SeoGwang_Jinro_003,25,https://newslibrary.naver.com/viewer/index.nhn?articleId=1964020400329203012&editNo=2&printCount=1&publishDate=1964-02-04&officeId=00032&pageNo=3&printNo=5626&publishType=00020,Newspaper,1964,1960s,SeoGwang 서광,Jinro 진로,35,"1924-1964 真味의 真露 EN: 1924-1964 The real taste, Jinro",NA  ,Bottom right corner,Image,NA,Frog holding bottle,NA,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,No,198,White and black,Print,Light,Noun,真露,NA,NA,NA,NA,NA,~니다,NA,NA,Secondary text is presented vertically fro left to right on a paper cutting shaped like a soju bottle,Red and black,Toad logo,No,No,No,Toad mascot (company logo),Yes,Center center,Clear and brown,NA,Short neck,Lifesize,47x83,103x205,The bottle is a 2D drawing and not a photo of a real bottle.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
26_1965_30_SeoGwang_Jinro_001,26,https://newslibrary.naver.com/viewer/index.nhn?articleId=1965092300239102025&editNo=1&printCount=1&publishDate=1965-09-23&officeId=00023&pageNo=2&printNo=13665&publishType=00010,Newspaper,1965,1960s,SeoGwang 서광,Jinro 진로,30,"真味의 真露!  EN: The real taste, Jinro!","仲秋佳節은 真味의 季節! 季節의 風味 真味의 真露로 이 ""가을""을 즐겨보세요. EN: Mid-autmn festival is the season of authentic taste! Enjoy this autumn with the flavour of the season, the real taste of Jinro",Bottom left corner,Words,真露,NA,NA,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,No,68,White and black,Print and calligraphy,Bold,Noun,真露,NA,NA,NA,Verb,NA,~요,NA,NA,"Font varies a lot in style, size, and weight",White,Plain,No,No,No,,Yes,Right,Clear and brown,NA,NA,Lifesize,47x119,128x262,There are five bottles. The bottles are 2D drawings and not photos of real bottles.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,"There are three glasses, all uniform cylindrical shapes but drawn in varying sizes (radii)"
27_1965_30_SeoGwang_Jinro_002,27,https://newslibrary.naver.com/viewer/index.nhn?articleId=1965062300329207028&editNo=2&printCount=1&publishDate=1965-06-23&officeId=00032&pageNo=7&printNo=6055&publishType=00020,Newspaper,1965,1960s,SeoGwang 서광,Jinro 진로,30,"40년의 年輪 真味의 真露! EN: 40 years of history. The real taste, Jinro","現代人의 味覺에 알맞는 真味의 真露!! EN: A drink that perfectly matches the taste of modern people. The real taste, Jinro!!",Top left corner/Top right corner,Words and image,真露,Frog holding bottle,Separate,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,company and brand ","Yes, event",No,99,White and black,Print,Light,Noun,真露,NA,NA,NA,Noun,真露,NA,NA,NA,,White,Toad logo,No,No,No,Toad mascot (company logo),Yes,Right,Clear and brown,NA,Short neck,Lifesize,47x100,132x214,There are two bottles. The bottles are 2D drawings and not photos of real bottles. There is a blown up drawing of a cap with the brand/company name on it.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
28_1965_30_SeoGwang_Jinro_003,28,https://newslibrary.naver.com/viewer/index.nhn?articleId=1965010100239110006&editNo=1&printCount=1&publishDate=1965-01-01&officeId=00023&pageNo=10&printNo=13441&publishType=00010,Newspaper,1965,1960s,SeoGwang 서광,Jinro 진로,30,"真味의 真露!!  EN: The real taste, Jinro!!",NA  ,Bottom left corner,Words,真露,NA,NA,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,"Yes, secondary slogan",100,White and black,Print,Light,Noun,真露,NA,NA,NA,NA,NA,~니다,NA,NA,Text is presented vertically from left to right,White,Plain,No,No,No,,Yes,Right,Clear and brown,NA,NA,Lifesize,84x153,190x418,There are three bottles. The bottles are 2D drawings and not photos of real bottles.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,Drawn with wonky lines and coloured in to make it look like there is alcohol inside
29_1966_30_SeoGwang_Jinro_001,29,https://newslibrary.naver.com/viewer/index.nhn?articleId=1966081100239102013&editNo=1&printCount=1&publishDate=1966-08-11&officeId=00023&pageNo=2&printNo=13938&publishType=00010,Newspaper,1966,1960s,SeoGwang 서광,Jinro 진로,30,"真味의 真露 EN: The real taste, Jinro","現代人의 味覺에 꼭 알맞은 여러분의 술! 소주라 말고 真露라 불러주세요 EN: A drink that perfectly matches the taste of modern people. Please don't call it soju, call it Jinro",Bottom right corner,Words,真露,NA,NA,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,No,195,White and black,Print,Light,Noun,真露,NA,NA,NA,Verb,NA,~세요,NA,NA,The main slogan is on a triangular pyramid,White,Plain,No,No,No,Pyramid,Yes,Left,Clear and brown,NA,NA,Lifesize,44x77,75x145,There are four bottles. The bottles are 2D drawings and not photos of real bottles.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
30_1967_30_SeoGwang_Jinro_001,30,https://newslibrary.naver.com/viewer/index.nhn?articleId=1967111600239101032&editNo=1&printCount=1&publishDate=1967-11-16&officeId=00023&pageNo=1&printNo=14331&publishType=00010,Newspaper,1967,1960s,SeoGwang 서광,Jinro 진로,30,"새로운 商標에 새로운 真味!! EN: A new logo, a new authentic taste!!",NA  ,Bottom right corner,Words,真露,NA,NA,,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,No,231,White and black,Print,Bold,Noun,真味,NA,NA,NA,NA,NA,~니다,NA,NA,,White,Plain,No,No,No,,Yes,Left,Clear,Transparent,Short neck,Lifesize,NA,94x176,Photoshopped image of bottle too low resolution to tell opacity,No model,NA,NA,NA,NA,,Yes,Right,No,No,No,Soft,No,Close-up shot,Hand,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
31_1967_30_SeoGwang_Jinro_002,31,https://newslibrary.naver.com/viewer/index.nhn?articleId=1967063000099201028&editNo=1&printCount=1&publishDate=1967-06-30&officeId=00009&pageNo=1&printNo=394&publishType=00020,Newspaper,1967,1960s,SeoGwang 서광,Jinro 진로,30,"여름! 季節의 風味 真味의 真露로 이 여름을 즐겨보세요 EN: Summer! Enjoy this summer with the flavour of the season, the real taste of Jinro",國內 最初로 VH 金메달賞 受賞! EN: The first domestic brand to be awarded with a gold VH medal!,Bottom right corner,Words,真露,NA,NA,The brand is marketed as being synonymous with a 'real/genuine' taste,Black and white ,,"Yes, main slogan,secondary slogan, company and brand","Yes, secondary slogan",No,67,White and black,Print,Bold,Verb,NA,~요,NA,NA,Noun,受賞,NA,NA,NA,Space between characters is very small in text on bottom left,White,Plain,"Yes, tree",No,No,Vine,Yes,Centre right,Clear and brown,NA,NA,Lifesize,22x52,52x105,There are many bottles. The bottles are 2D drawings and not photos of real bottles.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,Drawn very small and does not stand out
32_1968_30_SeoGwang_Jinro_001,32,https://newslibrary.naver.com/viewer/index.nhn?articleId=1968082100099204027&editNo=1&printCount=1&publishDate=1968-08-21&officeId=00009&pageNo=4&printNo=750&publishType=00020,Newspaper,1968,1960s,SeoGwang 서광,Jinro 진로,30,"아무리 마셔도… 來日은 깨끗! EN: No matter how much you drink, [you will] feel fresh tomorrow!","疲勞와 神經을 부드럽게 하고 來日의 活力을 주는 당신의 벗 真味의 真露! EN: The real taste, Jinro. A friend that will relieve your tiredness and soften your senses, giving you energy for tomorrow.",Top left corner,Words,真露,NA,NA,The brand is described as the consumer's friend,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,No,55,White and black,Print,Bold,Verb,NA,~요,NA,NA,Noun,真露,NA,NA,NA,"Font varies a lot in style, size, and weight",Black and white,Beach,No,No,No,Beach parasol and sand,Yes,Centre left,Clear and brown,NA,NA,Lifesize,24x46,62x128,There are three bottles. The bottles are 2D drawings and not photos of real bottles.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,깨끗,1,NA,NA,Seoul Metropolitan City,Drawn very small and does not stand out
33_1961_35_CheonMa_Cheonma_001,33,https://newslibrary.naver.com/viewer/index.nhn?articleId=1961030300209103031&editNo=2&printCount=1&publishDate=1961-03-03&officeId=00020&pageNo=3&printNo=12019&publishType=00010,Newspaper,1961,1960s,CheonMa 천마,Cheonma 천마,35,"愛酒家여러분의 貴重한 胃를 保護하시려면 純殼燒酎 天馬를 自信있게 勸합니다 EN: For protecting the precious health of our fellow alcohol enthusiasts, we confidently recommend pure grain soju Cheonma",NA  ,No logo,NA,NA,NA,NA,,Black and white ,,"Yes, main slogan,company and brand ",No,No,45,Black,Calligraphy,Bold,Verb,NA,~니다,NA,NA,NA,NA,NA,NA,NA,Text is separated into multiple lines that are placed along a horizontal strip,White,Plain,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Namyangju (Gyeonggi Province),
34_1963_35_CheongRo_Cheongro_001,34,https://newslibrary.naver.com/viewer/index.nhn?articleId=1963041300209207019&editNo=2&printCount=1&publishDate=1963-04-13&officeId=00020&pageNo=7&printNo=12755&publishType=00020,Newspaper,1963,1960s,CheongRo 청로,Cheongro 청로,35,高級燒酎 清露 EN: Premium soju Cheongro,NA  ,Centre,Words,清露,NA,NA,,Black and white ,,"Yes, main slogan and brand ",No,No,6,White,Print,Bold,Noun,清露,NA,NA,NA,NA,NA,NA,NA,NA,Brand/company name is in bold calligraphic font and stands out in contrast,Black,Plain,"Yes, plant",No,No,Rice paddy,No,NA,NA,NA,NA,NA,NA,NA,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
35_1963_35_CheongRo_Cheongro_002,35,https://newslibrary.naver.com/viewer/index.nhn?articleId=1963033100239101019&editNo=1&printCount=1&publishDate=1963-03-31&officeId=00023&pageNo=1&printNo=12894&publishType=00010,Newspaper,1963,1960s,CheongRo 청로,Cheongro 청로,35,맛좋은 순곡 소주 EN: Great tasting pure grain soju,NA  ,Centre,Words,清露,NA,NA,,Black and white ,,"Yes, brand",No,No,13,White and black,Print,Bold,Noun,소주,NA,NA,NA,NA,NA,NA,NA,NA,Brand/company name is in bold calligraphic font and stands out in contrast,Black,Plain,No,No,No,,Yes,Centre,Clear,NA,Long straight neck,Lifesize,50x127,111x142,The bottle is a 2D drawing and not a photo of a real bottle.,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
36_1966_30_TaePyeong_007Soju_001,36,https://newslibrary.naver.com/viewer/index.nhn?articleId=1966082600209203033&editNo=2&printCount=1&publishDate=1966-08-26&officeId=00020&pageNo=3&printNo=13801&publishType=00020,Newspaper,1966,1960s,TaePyeong 태평,007Soju 007소주,30,007소주 이것이 現代人의 <술>입니다! EN: 007 soju is the drink for modern people,"007은 물과같이 마시기 수월합니다. 007은 살며시 취하고 살며시 깨며 갈증이 없고 기분이 명랑합니다. EN: 007 goes down smoothly like water. When you drink 007, you get drunk lightly and wake up lightly. It doesn't make you feel thirsty, leaving you in a good mood [in the morning].",No logo,NA,NA,NA,NA,Compared to drinking water in terms of how smoothly the drink goes down,Black and white ,,"Yes, main slogan,secondary slogan, company and brand",No,"Yes, secondary slogan",164,White and black,Print,Light,Verb,NA,~니다,NA,NA,Verb,NA,~니다,NA,NA,Font for brand name at the top has a border and is coloured in,White,Plain,No,No,No,,Superimposed,Centre,Clear,Transparent,Short neck,Lifesize and large,23x48,44x112,The cap looks like a thimble,No model,NA,NA,NA,NA,,Yes,Right,No,No,No,Soft,No,Bust shot,Chest,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Mungyeong (North Gyeongsang Province),
37_1974_16_Gyeongju_Gyeongju Beobju_001,37,https://newslibrary.naver.com/viewer/index.nhn?articleId=1974113000329208003&editNo=2&printCount=1&publishDate=1974-11-30&officeId=00032&pageNo=8&printNo=8980&publishType=00020,Newspaper,1974,1970s,GyeongJu 경주,Gyeongju Beobju 경주법주,16,"소주의 참맛 금복주 EN: The real taste of soju, Kumbokju",순곡으로 빚은 경주법주 EN: Gyeongju beobju made with pure grains,Top centre,Image,NA,Cartoon figure holding bottles and sitting on barrels,NA,,Black and white ,,"Yes, company","Yes, brand and company",No,75,Black,Print,Bold,Noun,금복주,NA,NA,NA,Noun,법주,NA,NA,NA,Company and brand name in much heavier font looks stretched horizontally. Not sure if actually printed in black and white or printed in colour but scanned in black and white,White,Plain,No,No,No,,Yes,Bottom centre,Brown and white,Transparent,"Long neck and wide round body, short wide neck and long round body",Lifesize,17x48,44x96,Two bottles,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Gyeongju (North Gyeongsang Province),
38_1977_25_GeumBok_Geumbokju_001,38,https://newslibrary.naver.com/viewer/index.nhn?articleId=1977052400239107028&editNo=1&printCount=1&publishDate=1977-05-24&officeId=00023&pageNo=7&printNo=17269&publishType=00010,Newspaper,1977,1970s,GeumBok 금복,Geumbokju 금복주,25,금복주타임! EN: Kumbokju time!,이제 금복주의 시간입니다. EN: It is now Kumbokju's time to shine/era,Bottom right corner,Image,NA,Cartoon figure holding bottles and sitting on barrels,NA,,Black and white ,,"Yes, company",No,No,97,Black,Print,Light,Noun,타임,NA,NA,NA,Verb,NA,~니다,NA,NA,Not sure if actually printed in black and white or printed in colour but scanned in black and white,Black and white,Agricultural landscape and city streets,"Yes, plant",No,No,Rice paddy ,Yes,Top right,Clear,Transparent,Short neck,Lifesize,14x27,27x66,,Male group,Black and white,NA,NA,NA,Only the male holding up two soju glasses in the bottom right is defined as a model,Yes,Right,No,No,No,Soft,No,Bust shot,Chest. Holding two bottles,No,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daegu Metropolitan City,
39_1972_40_ GeumSu_Geumsu_001,39,https://newslibrary.naver.com/viewer/index.nhn?articleId=1972012400099201026&editNo=1&printCount=1&publishDate=1972-01-24&officeId=00009&pageNo=1&printNo=1809&publishType=00020,Newspaper,1972,1970s,GeumSu 금수,GeumSu 금수,40,새 时代의 새로운 소주 錦水 소주! EN: Geumsu soju! A new soju for a new era,錦水소주를 마셔보세요 EN: Please try Geumsu soju,Bottom centre,Words,NA,NA,NA,,Black and white ,,"Yes, main slogan,secondary slogan, company, brand and contact",No,No,273,Black,Print,Light,Noun,소주,NA,NA,NA,Verb,NA,~요,NA,NA,"Font style varies, part of the main slogan is written in a scratchy font. Not sure if actually printed in black and white or printed in colour but scanned in black and white",White,Plain,No,No,No,,Yes,Top centre,Clear,Transparent,Short neck,Lifesize,21x38,38x95,May be due to printing but the bottle looks less transparent compared to other bottles,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
40_1972_25_DaeSun_Daesun_001,40,https://newslibrary.naver.com/viewer/index.nhn?articleId=1972031300329205038&editNo=2&printCount=1&publishDate=1972-03-13&officeId=00032&pageNo=5&printNo=8138&publishType=00020,Newspaper,1972,1970s,DaeSun 대선,Daesun 대선,25,항도부산에 명주 EN: Hangdo Busan should be paired with fine liquor,大鮮소주 EN: Daesun soju,Bottom centre,Words,NA,NA,NA,,Black and white ,항도부산 is the name of a journal that publishes research on the region,"Yes, company and contact",No,No,24,White and black,Calligraphy,Bold,Noun,명주,NA,NA,NA,Noun,소주,NA,NA,NA,The brand name is written over the image and quite difficult to read. This might be due to the black and white scanning.. Not sure if actually printed in black and white or printed in colour but scanned in black and white,White,Plain,No,No,No,,Yes,Centre right,Brown,Transparent,Long neck and long narrow body,Lifesize,35x114,86x221,May be due to printing but the bottle looks less transparent compared to other bottles. Looks like a wine bottle,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
41_1972_25_DaeSun_Daesun_002,41,https://newslibrary.naver.com/viewer/index.nhn?articleId=1972021200239104007&editNo=1&printCount=1&publishDate=1972-02-12&officeId=00023&pageNo=4&printNo=15644&publishType=00010,Newspaper,1972,1970s,DaeSun 대선,Daesun 대선,25,"旧正膳物에 大鮮소주로 EN: As a new year's gift, give Daesun soju ",NA ,Bottom centre,Words,NA,NA,NA,,Black and white ,,"Yes, main slogan,company, brand and contact ",No,No,21,Black,Print and calligraphy,Bold,Noun,소주,NA,NA,NA,NA,NA,NA,NA,NA,Brush strokes are imitated using shading. The font for the accompanying slogan is in a more retro style. Not sure if actually printed in black and white or printed in colour but scanned in black and white,White,Plain,No,No,No,,Yes,Right,Brown,Transparent,Long neck and long narrow body,Lifesize,24x83,64x178,May be due to printing but the bottle looks less transparent compared to other bottles. Looks like a wine bottle,No model,NA,NA,NA,NA,,Yes,Right,No,No,No,Soft,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
42_1973_25_DaeSun_Daesun_001,42,https://newslibrary.naver.com/viewer/index.nhn?articleId=1973112100329202023&editNo=2&printCount=1&publishDate=1973-11-21&officeId=00032&pageNo=2&printNo=8663&publishType=00020,Newspaper,1973,1970s,DaeSun 대선,Daesun 대선,25,경쾌한 디자인에 전통의 그맛! EN: A bright design and a traditional taste!,꼭 권합니다 EN: Highly recommended,Bottom centre,Words,NA,NA,NA,,Black and white ,,"Yes, brand and company",No,No,41,Black,Print,Bold,Noun,맛,NA,NA,NA,Verb,NA,~니다,NA,NA,"The size and height of the characters differs, creating a slight 3D effect. Not sure if actually printed in black and white or printed in colour but scanned in black and white",White,Plain,No,No,No,,Yes,Bottom right,Clear,Transparent,Short neck,Lifesize,35x56,65x136,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
