item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
739_2020_16.9_Mackis_Ijewoolinn_002,739,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2020,2020s,Mackis 마키스,Ijewoolinn 이제우린,17.2,"별난 일 더 많이 할 수 있도록 린주세요! EN: Give me Linn, so I can shine even more!",NA ,No logo,NA,NA,NA,NA,"별 is used to mean special/out of the ordinary in 별난, but also means 'star' and there are stars in the ad as well.",Color,,No,"Yes, secondary slogan","Yes, secondary slogan and company",82,Yellow and white,Print,Light,Verb,NA,~요,NA,NA,NA,NA,NA,NA,NA,"린 written in larger, curvier font","Yellow, green and purple",Marathon,"Yes, tree",No,No,Park (toy version),Yes,Bottom centre,Green,Transparent,Long neck,Large,239x525,428x976,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
740_2021_16.9_Mackis_Ijewoolinn_001,740,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2021,2020s,Mackis 마키스,Ijewoolinn 이제우린,16.9,"맛으로만 말하는 소주들 앞에 선수입장 산소입장 EN: Sojus that are only about the taste can take a step back. Enter the newest player, the oxygen soju.",산소가 3배 더 들어있어 산뜩함이 사는 소주 EN: A refreshing soju with 3 times more oxygen,Top right corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,This soju is a new 'player' on the soju 'field'.,Color,Alliteration of 선수 and 산소,No,No,"Yes, company",63,"Green, black and white",Print,Light,Noun,입장,NA,NA,NA,Noun,소주,NA,NA,NA,,Blue,Bubbles,No,No,No,Bubbles,Yes,Bottom right,Green,Transparent,Long neck,Lifesize,702x1504,1352x3115,,1 Male,White,NA,NA,NA,,Yes,Left,No,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
741_2021_16.9_Mackis_Ijewoolinn_002,741,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2021,2020s,Mackis 마키스,Ijewoolinn 이제우린,16.9,"맛으로만 말하는 소주들 앞에 선수입장 산소입장 EN: Sojus that are only about the taste can take a step back. Enter the newest player, the oxygen soju.",소주는 맛으로만 마시는 게 아니니까 EN: Soju isn't just about the taste after all,Top right corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,This soju is a new 'player' on the soju 'field'.,Color,Alliteration of 선수 and 산소,No,No,"Yes, company",63,"Green, black and white",Print,Light,Noun,입장,NA,NA,NA,Verb,NA,반말,NA,NA,,Blue and green,Bubbles,No,No,No,Bubbles,Yes,Centre,Green,Transparent,Long neck,Lifesize,106x232,206x465,,1 Male,White,NA,NA,NA,,Yes,Left,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
742_2021_16.9_Mackis_Ijewoolinn_003,742,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2021,2020s,Mackis 마키스,Ijewoolinn 이제우린,16.9,맛도 기분도 산소로 산뜻하게 산다 EN: Oxygen that breathes life into both the taste and your mood,산소가 3배 더 들어있어 산뜻함이 사는 소주 EN: A refreshing soju with 3 times more oxygen,Top left corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,,Color,"Alliteration of 산소, 산뜻 and 산다",No,No,"Yes, company",42,White,Print,Light,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,,Green,Trees,"Yes, tree",No,No,Forest,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,42x86,78x176,,1 Male,White,NA,NA,NA,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,No,No,No,No,No,No,Model is looking at soju glass,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
743_2020_16.9_MuHak_Cheongchun & Good Day_001,743,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1842784,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,이 맛에 산다! 브라보 청춘! EN: We live for this taste! Bravo Cheongchun!,당이 없어 다음날이 깻끗하다! 딱! 무가당 소주! EN: Without sugar so you'll feel fresh the next day! Just that! Soju with no added sugar!,Top centre,Image,NA,Cranes,NA,The names of the sojus 청춘 and 딱 also mean 'youth' and 'just' (as in 'just right'),Color,,No,"Yes, company","Yes, main slogan and brand",55,"Yellow, blue and white",Print,Bold,Noun,청춘,NA,NA,NA,Noun,소주,NA,NA,NA,,"Red, blue and white",Plain,No,No,No,Birds (logo) and retro pop colours,Superimposed,Top left,Green and clear,Transparent,Short neck,Lifesize,230x406,540x1372,,1 Female,White,Yes,No,No,,No,No,Yes,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,딱!,2,NA,NA,Changwon (South Gyeongsang Province),
744_2020_16.9_MuHak_Cheongchun & Good Day_002,744,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1844560,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,브라보 청춘! EN: Bravo Cheongchun!,더 이상 소주에 당은 없다! 無가당 소주!  EN: There's no such thing as sugar in soju anymore! Soju with no added sugar!,No logo,NA,NA,NA,NA,청춘 is the name of the soju but also means 'youth',Color,,"Yes, secondary slogan","Yes, company","Yes, main slogan and secondary slogan",77,Multicolour,Print,Bold,Noun,청춘,NA,NA,NA,Noun,소주,NA,NA,NA,,Yellow and blue,Stars,No,No,No,Retro pop colours,Superimposed,Bottom left,Green and clear,Transparent,Short neck,Lifesize,164x348,310x706,,1 Female,White,Yes,No,No,,No,No,Yes,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,딱!,1,NA,NA,Changwon (South Gyeongsang Province),
745_2020_16.9_MuHak_Cheongchun & Good Day_003,745,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1844799,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,스승님의 청춘과 열정을 응원합니다! EN: We're cheering for your [teacher's] youth and passion!,더 이상 소주에 당은 없다! 無가당 소주!  EN: There's no such thing as sugar in soju anymore! Soju with no added sugar!,No logo,NA,NA,NA,NA,청춘 is the name of the soju but also means 'youth',Color,,No,"Yes, company","Yes, secondary slogan",85,"Red, yellow, blue and white",Print and calligraphy,Bold,Verb,NA,~니다,NA,NA,Noun,소주,NA,NA,NA,"Main slogan is in calligraphic font, resembles handwritten letter to teacher for Teacher's Day",Blue and white,Stars,No,No,No,Teacher's day themed and retro pop colours,Superimposed,Centre left,Green and clear,Transparent,Short neck,Lifesize,158x334,316x690,,1 Female,White,No,No,No,,No,No,No,No,No,Soft,No,Medium shot,Hips,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,딱!,1,NA,NA,Changwon (South Gyeongsang Province),
746_2020_16.9_MuHak_Cheongchun & Good Day_004,746,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1845246,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,청춘맞나? 청춘맞다! EN: Is this Cheongchun? Yes it is!,無가당 소주 당이 없어 다음날이 깻끗하다! EN: Soju with no added sugar so you'll feel fresh the next day!,No logo,NA,NA,NA,NA,청춘 is the name of the soju but also means 'youth',Color,,"Yes, secondary slogan","Yes, company and event","Yes, secondary slogan",78,"Red, yellow, blue and white",Print,Bold,Verb,NA,반말,NA,NA,Verb,NA,반말,NA,NA,,Pink and blue,Stars,No,No,No,Retro pop colours,Superimposed,Bottom right,Green and clear,Transparent,Short neck,Lifesize,158x334,316x690,,1 Female,Navy,Yes,No,No,,No,No,No,No,No,Soft,No,Medium shot,Waist,Yes,Yes,No,No,No,Yes,Hands gesturing as though calling out to reader,Yes,Soju,NA,No,No,NA,딱!,1,NA,NA,Changwon (South Gyeongsang Province),
747_2020_16.9_MuHak_Cheongchun_001,747,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1851085,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,청춘맞나? 청춘맞다! EN: Is this Cheongchun? Yes it is!,지금부터 청춘이다! EN: From now on it's Cheongchun!,No logo,NA,NA,NA,NA,청춘 is the name of the soju but also means 'youth',Color,,No,"Yes, company","Yes, secondary slogan",31,Red and white,Print,Bold,Verb,NA,반말,NA,NA,Verb,NA,반말,NA,NA,Buffer around main slogan creates 3D effect. Secondary slogan in form of nutrition table.,Pink and white,Stars,No,No,No,Retro pop colours,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,160x202,300x694,,1 Female,White,No,No,No,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
748_2020_16.9_MuHak_Cheongchun_002,748,https://www.ad.co.kr/ad/print/show.do?ukey=1830733&oid=@213608|34|6,Wall ad,2020,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,브라보 청춘! EN: Bravo Cheongchun!,이 맛에 산다! EN: We live for this taste!,Top right corner,Words,청춘 MUHAK,NA,NA,청춘 is the name of the soju but also means 'youth',Color,,No,"Yes, company","Yes, secondary slogan",47,Red and blue,Print,Bold,Noun,청춘,NA,NA,NA,Verb,NA,반말,NA,NA,Buffer around main slogan creates 3D effect. Secondary slogan in form of nutrition table.,Yellow,Plain,No,No,No,Retro pop colours,Yes,Bottom right,Clear,Transparent,Short neck,Lifesize,52x76,106x266,"Two bottles, one superimposed and another in model's hand",1 Female,Red and white,Yes,No,No,,Yes,Right,No,No,No,Soft,No,Knee shot,Knees,Yes,Yes,No,No,No,No,Hand gesturing as though calling out to reader,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
749_2021_16.9_MuHak_Good Day_001,749,https://www.ad.co.kr/ad/print/show.do?ukey=1923743&oid=@95520|10|16,Wall ad,2021,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,과당0% 깨끗하고 부드러운 무가당 소주 EN: Clean and smooth soju with 0% fructose,영양정보 당류0% 나트륨0% 탄수화물0% 지방0% 트랜스지방0% 포화지방0% EN: Nutritional information. Sugars 0% Natrium 0% Carbohydrates 0% Fats 0% Trans fats 0% Saturated fats 0%,Top right corner,Words and image,무학,Coat of Arms,Separate,,Color,,No,No,"Yes, secondary slogan and brand",96,Blue and white,Print,Bold,Noun,소주,NA,NA,NA,Noun,0,NA,NA,NA,Buffer around main slogan creates 3D effect. Secondary slogan in form of nutrition table.,Blue,Plain,No,No,No,Indec of nutrition,Yes,Bottom right,Green,Transparent,Long neck,Lifesize,297x619,550x1220,Water droplets on bottle make it look like it has been thrown into the air,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,딱!,3,NA,NA,Changwon (South Gyeongsang Province),
750_2021_16.9_MuHak_Good Day_002,750,https://www.ad.co.kr/ad/print/show.do?ukey=1907261&oid=@86603|32|16,Wall ad,2021,2020s,MuHak 무학,Cheongchun 청춘 & Good Day 좋은데이,16.9,과당0% 와 16.9도로 깨끗하고 부드러운 무가당 소주 EN: Clean and smooth soju with 0% fructose and 16.9% alcohol,영양정보 당류0% 나트륨0% 탄수화물0% 지방0% 트랜스지방0% 포화지방0% EN: Nutritional information. Sugars 0% Natrium 0% Carbohydrates 0% Fats 0% Trans fats 0% Saturated fats 0%,Top left corner,Words and image,무학,Coat of Arms,Separate,,Color,,No,No,"Yes, secondary slogan",306,Green and white,Print,Bold,Noun,소주,NA,NA,NA,Noun,0,NA,NA,NA,Secondary slogan in form of nutrition table.,Black,Plain,No,No,No,Covid related social distance campaign,Yes,Top left,Green,Transparent,Long neck,Lifesize,230x496,522x1158,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,딱!,2,NA,NA,Changwon (South Gyeongsang Province),
751_2020_17.3_BoHae_Yipsejoo_001,751,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2020,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",잘 될꺼야 EN: It'll all gonna work out,Bottom right corner,Words and image,보해,Waves in blue circle,Separate,,Color,,No,"Yes, contact","Yes, secondary slogan",55,Blue and white,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Verb,NA,반말,NA,NA,"라 more often used as verb ending in trot songs, model is trot singer",Blue and white,Snow,"Yes, tree",No,No,Snow-covered forest,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,110x238,214x484,,1 Female,Blue,No,No,No,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,Yes,Hand resting on chin,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changseong (South Jeolla Province),
752_2020_17.3_BoHae_Yipsejoo_002,752,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2020,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,봄도 오고 가인이도 왔어라 EN: Spring has come and so has Ga-in,우리동네 잎새주 EN: Our local Yipsejoo,Bottom left corner,Words and image,보해,Waves in blue circle,Separate,,Color,,No,No,No,27,Purple and white,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Noun,잎새주,NA,NA,NA,"라 more often used as verb ending in trot songs, model is trot singer",Purple,Cherry blossoms,"Yes, tree",No,No,Flowers and branch,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,138x290,260x605,,1 Female,Pink,No,No,No,,No,No,No,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changseong (South Jeolla Province),
753_2020_17.3_BoHae_Yipsejoo_003,753,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2020,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Bottom right corner,Words and image,보해,Waves in blue circle,Separate,,Color,,No,No,No,19,Green and white,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Noun,잎새주,NA,NA,NA,"라 more often used as verb ending in trot songs, model is trot singer",Green,Flower petals,No,No,No,Flower petals,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,138x290,260x605,,1 Female,Green and white,No,Yes,No,,No,No,Yes,No,No,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changseong (South Jeolla Province),
754_2020_17.3_BoHae_Yipsejoo_004,754,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2020,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Bottom right corner,Words and image,보해,Waves in blue circle,Separate,,Color,,No,No,No,19,Blue and white,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Noun,잎새주,NA,NA,NA,"라 more often used as verb ending in trot songs, model is trot singer",Blue and white,Beach,No,No,No,Sky and ocean,Yes,Top left,Green,Transparent,Long neck,Lifesize,138x290,260x605,,1 Female,White,No,No,No,,Yes,Right,No,Yes,No,Soft,No,Medium shot,Hips,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changseong (South Jeolla Province),
755_2021_17.3_BoHae_Yipsejoo_001,755,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2021,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,오늘도 가인스럽게 크으 EN: Keu~ let's all do it like Ga-in does,우리동네 잎새주 EN: Our local Yipsejoo,Bottom right corner,Words and image,보해,Waves in blue circle,Separate,,Color,,No,No,No,19,Orange and white,Print,Bold,Nonverbal speech sound,NA,NA,NA,크으,Noun,잎새주,NA,NA,NA,,Orange,Cherry blossoms,No,No,No,Flowers ,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,98x212,194x430,,1 Female,Green and white,No,No,No,,No,No,Yes,Yes,No,Soft,No,Medium shot,Hips,No,Yes,No,No,No,No,Eyes closed,Yes,Soju,NA,No,No,NA,NA,NA,크으,1,Changseong (South Jeolla Province),
756_2021_17.3_BoHae_Yipsejoo_002,756,http://www.bohae.co.kr/bbs/board.php?bo_table=tl_gallery_print,Wall ad,2021,2020s,BoHae 보해,Yipsejoo 잎새주,17.3,잎며들다 EN: (see explanation),올여름 잎새주에 스며들다 EN: Submerge yourself in Yipsejoo this summer,Bottom left corner,Words and image,보해,Waves in blue circle,Separate,,Color,A made up word where the 스 in 스며들다 is replaced with 잎 for leaf,No,No,No,37,White,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Verb,NA,반말,NA,NA,Ad includes social media hashtags,Blue,Ice blocks,No,No,No,Ice cubes,Yes,Centre left,Green,Transparent,Long neck,Lifesize,60x132,132x300,,1 Female,Blue and white,Yes,No,No,,Yes,Right,No,No,No,Soft,No,Medium shot,Waist,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changseong (South Jeolla Province),
757_2020_13_JinRo_Chamisul Strawberry_001,757,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Strawberry 딸기에 이슬,13,Sweet & Light  ,JINRO STRAWBERRY ,Top left corner,Words and image,HITEJINRO,"Stylised ""HJ""",Separate,,Color,,No,"Yes, main slogan, comapny and brand",No,35,Red,Print,Light,Adjective (English),NA,NA,Light,NA,Noun (English),NA,NA,Strawberry,NA,Jinro typeset in brand font,White,Plain,No,No,"Yes, fruit",Strawberry,Yes,Center center,Green,Transparent,Long neck,Lifesize,36x76,68x152,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,Yes,strawberry,NA,NA,NA,NA,Seoul Metropolitan City,
758_2020_13_JinRo_Chamisul Strawberry_002,758,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Strawberry 딸기에 이슬,13,Sweet & Light  ,JINRO STRAWBERRY ,Top left corner,Words and image,HITEJINRO,"Stylised ""HJ""",Separate,,Color,,No,"Yes, main slogan, comapny and brand",No,35,Red,Print,Light,Adjective (English),NA,NA,Light,NA,Noun (English),NA,NA,Strawberry,NA,Jinro typeset in brand font,Red and white,Spotlight,No,No,"Yes, fruit",Strawberry,Yes,Center center,Green,Transparent,Long neck,Lifesize,36x76,68x152,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,Yes,strawberry,NA,NA,NA,NA,Seoul Metropolitan City,
759_2020_16.5_JinRo_Jinro_001,759,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Jinro 진로,16.5,"깡있게! 초깔끔하게! 1일1깡 EN: ""One GANG a day"". Be bold about it! Be clean about it!",소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,1일1깡 refers to the meme that people should watch Rain's (the model) 깡 music video once a day to relieve stress,"Yes, brand","Yes, brand",No,24,Black and white,Print,Bold,Noun,깡,NA,NA,NA,Noun,진로,NA,NA,NA,"깡 and 진로 written in different, more calligraphic font",Blue and white,Spotlight,No,No,No,Toad mascot (company logo),Yes,Center center,Clear,Transparent,Short neck,Large,168x238,344x873,Bottle as tall as model,1 Male & 1 non-human model,Black and white,NA,NA,NA,1 Male and 1 Toad caricuture (Jinro's mascot),No,No,Yes,No,No,Soft,Yes,Full shot,,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
760_2020_16.5_JinRo_Jinro_002,760,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Jinro 진로,16.5,온다.온다.느낌이 온다! 초깔끔한 맛 EN: It's coming. I can feel it! The super clean taste.,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,30,White,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,"진로 written in different, more calligraphic font",Blue and white,Waves,No,No,No,Toad mascot (company logo) in whirling water,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,NA,NA,NA,NA,No,Knee shot,Waist,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
761_2020_16.5_JinRo_Jinro_003,761,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Jinro 진로,16.5,대세는 진로팩 EN: Carton Jinro is the trend now,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, main slogan and brand","Yes, secondary slogan",114,Yellow and white,Print,Bold,Noun,팩,NA,NA,NA,Noun,진로,NA,NA,NA,"진로 written in different, more calligraphic font",Blue,Plain,No,No,"Yes, else",Toad mascot (company logo),Yes,Bottom right,NA,Opaque,Rectangle,Lifesize,NA,NA,Carton soju,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),Yes,Right,No,No,No,Soft,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
762_2020_16.5_JinRo_Jinro_004,762,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Jinro 진로,16.5,겨울을 즐기는 초깔끔한 맛 EN: A super clean taste to enjoy through winter,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,34,Blue and white,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,"진로 written in different, more calligraphic font",Blue and white,Snow mountain,No,No,No,Toad mascot (company logo) on snow toboggan,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),NA,NA,NA,NA,NA,NA,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
763_2020_16.5_JinRo_Jinro_005,763,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Jinro 진로,16.5,마음을 녹이는 초깔끔한 맛 EN: A super clean taste that will melt your heart,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,24,Blue,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,"In main slogan characters look like they have been drawn in the snow. 진로 written in different, more calligraphic font",Blue and white,Snow,No,No,"Yes, else",Toad mascot (company logo) eating a sweet potato,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),Yes,Left,No,No,No,Strong,No,Medium shot,Waist,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
764_2020_25_JinRo_Ilpoom Jinro_001,764,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Ilpoom Jinro 일품진로,25,세계가 인정한 맛의 차이 EN: A superior taste that's acknowledged by everyone,당신의 선택은 틀리지 않았다 EN: Your choice was right,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,No,"Yes, secondary slogan","Yes, secondary slogan",50,White,Print,Bold,Noun,차이,NA,NA,NA,Verb,NA,반말,NA,NA,,Black and white,Bar,No,Yes,No,,Yes,Centre right,White,Semi-transparent,Short neck and long rectangular body,Lifesize,66x80,172x278,,1 Male,Black and white,NA,NA,NA,,Yes,Right,Yes,No,No,Strong,No,Close-up shot,Hands,NA,NA,NA,NA,NA,NA,Model's face cut out of ad,Yes,Other,Square shot glass,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
765_2020_16.9_JinRo_Chamisul Fesh_001,765,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Sky and flower petals,No,No,No,"Dew, sky and flower petals",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Blue,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,No,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
